,Actors,Title,X,Y
17497, Kareena Kapoor,Gori Tere Pyaar Mein,2013,4.9
17498, Kareena Kapoor,Gabbar Is Back,2015,7.1
17499, Kareena Kapoor,Udta Punjab,2016,7.8
17500, Karel Blazek,Intimate Lighting,1969,7.3
17501, Karel Dobrý,Zahradnictví: Nápadník,2017,6.4
17502, Karel Dobrý,Zahradnictví: Dezertér,2020,6.4
17503, Karel Hovorka,Return of the Prodigal Son,1967,6.7
17504, Karel Roden,Vaterland: A Hunting Logbook,2004,6.3
17505, Karel Roden,Habermann,2011,7.1
17506, Karel Roden,Fotograf,2015,6.2
17507, Karel Roden,A Prominent Patient,2017,6.7
17508, Karel Vingerhoets,Come As You Are,2011,7.4
17509, Karen Abercrombie,War Room,2015,6.5
17510, Karen Allen,Indiana Jones and the Raiders of the Lost Ark,1981,8.4
17511, Karen Allen,Challenger,1990,5.8
17512, Karen Black,Invaders from Mars,1986,5.6
17513, Karen Black,"House of 1,000 Corpses",2003,6.1
17514, Karen David,The Tiger Hunter,2017,6.0
17515, Karen Disher,Rio,2011,6.9
17516, Karen Drury,Still Life,2013,7.4
17517, Karen Gemma Dodgson,Samui Song,2018,6.1
17518, Karen Gillan,Oculus,2014,6.5
17519, Karen Gillan,Jumanji: Welcome to the Jungle,2017,6.9
17520, Karen Gillan,Jumanji: The Next Level,2019,6.6
17521, Karen Kaia Livers,Burning Cane,2019,5.5
17522, Karen Mason,Circus of Books,2020,7.0
17523, Karen McLymont,Mr. Nice Guy,1998,6.2
17524, Karen Miyama,Be with You,2004,7.9
17525, Karen Miyama,A Letter to Momo,2012,7.3
17526, Karen Miyama,Our Meal for Tomorrow,2017,6.7
17527, Karen Mok,Young and Dangerous 3,1996,6.7
17528, Karen Mok,So Close,2002,6.7
17529, Karen Moskow,I.T.,2016,5.5
17530, Karen Quintero,Monos,2019,6.9
17531, Karen Slater,A Witches Ball,2018,5.1
17532, Karen Strassman,In This Corner of the World,2016,7.8
17533, Karen Taylor,"Angus, Thongs and Perfect Snogging",2008,6.3
17534, Karen Ying-Chen Hu,The Fierce Wife,2010,6.6
17535, Karen Ying-Chen Hu,The Fierce Wife,2010,6.6
17536, Karena Kar-Yan Lam,Heroic Duo,2003,5.9
17537, Kari Matchett,Code 8,2019,6.1
17538, Kari Wahlgren,The Disappearance of Nagato Yuki-chan,2015,6.2
17539, Kari Wahlgren,Hedgehogs,2017,4.2
17540, Karidja Touré,Girlhood,2014,6.9
17541, Karidja Touré,La Colle,2017,6.0
17542, Karim Abdel Aziz,Escaping Tel Aviv,2009,7.3
17543, Karim Abdel Aziz,The Blue Elephant 2,2019,8.2
17544, Karim Abul-Futooh,Antar: Son of Shadad,2017,3.9
17545, Karim Ait M'Hand,Smart Ass,2014,5.9
17546, Karim Barras,A Very Secret Service,2015,7.8
17547, Karim Kassem,Sawah,2019,6.5
17548, Karim Leklou,The Stopover,2016,6.2
17549, Karim Leklou,The World Is Yours,2018,6.4
17550, Karim Leklou,Si tu voyais son cœur,2018,4.9
17551, Karim Tarek,The Road to Love,2003,6.6
17552, Karim Tougui,Crisis Jung,2018,7.2
17553, Karin Baal,What Have You Done to Solange?,1975,7.0
17554, Karin Dor,The Treasure of the Silver Lake ,1965,6.9
17555, Karin Dor,Winnetou: The Red Gentleman,1966,6.6
17556, Karin Franz Körlof,A Serious Game,2016,6.3
17557, Karin Huldt,All Things Fair,1996,6.9
17558, Karin Konoval,War for the Planet of the Apes,2017,7.4
17559, Karin Leclercq,The Exception,2017,6.8
17560, Karin Lithman,10 000 Timmar,2014,4.4
17561, Karin Viard,Time Out,2001,7.4
17562, Karin Viard,My Piece of the Pie,2011,5.8
17563, Karin Viard,Lolo,2015,5.7
17564, Karin Viard,Bastille Day,2016,4.6
17565, Karin Viard,The Visitors: Bastille Day,2016,4.6
17566, Karina,Heavens Bookstore,2004,6.5
17567, Karina Jordán,How to Get Over a Breakup,2018,6.2
17568, Karina Maruyama,Ainori Love Wagon: African Journey,2020,7.4
17569, Karina Ramil,Borges,2018,5.9
17570, Karina Rchichev,Milada,2017,6.3
17571, Karina Smirnoff,Across Grace Alley,2013,6.3
17572, Karina Smulders,Women Of The Night,2019,6.1
17573, Karina Suwandhi,May the Devil Take You,2018,6.0
17574, Karine Teles,Fala Comigo,2017,6.3
17575, Karisma Kapoor,Andaz Apna Apna,1994,8.2
17576, Karisma Kapoor,Hero,1997,6.1
17577, Karisma Kapoor,Fiza,2000,6.1
17578, Karissa Strain,Twinsanity,2018,4.0
17579, Karl Bille,Anja and Viktor,2001,5.2
17580, Karl Davies,Black Sea,2015,6.4
17581, Karl Fischer,Murer: Anatomy of a Trial,2018,7.1
17582, Karl Giant,One Take,1998,7.0
17583, Karl Glusman,Love & Anarchy,2015,6.1
17584, Karl Glusman,Love,2015,6.1
17585, Karl Glusman,Love,2015,6.1
17586, Karl Glusman,Gypsy,2017,6.9
17587, Karl Glusman,Wounds,2019,4.0
17588, Karl Makinen,Lucky Punch,1996,5.7
17589, Karl Sallin,Life Overtakes Me,2019,6.5
17590, Karl Urban,Doom,2005,5.2
17591, Karl Urban,Pathfinder,2007,5.4
17592, Karl Urban,Priest,2011,5.7
17593, Karl Urban,Dredd,2012,7.1
17594, Karl Urban,Walking with Dinosaurs,2013,5.2
17595, Karl Urban,Star Trek Into Darkness,2013,7.7
17596, Karl Urban,The Loft,2015,6.3
17597, Karl Urban,For the Love of Spock,2016,7.6
17598, Karl Urban,Star Trek Beyond,2016,7.1
17599, Karl Urban,Acts of Vengeance,2017,5.7
17600, Karl Urban,Hangman,2017,5.3
17601, Karl Urban,Bent,2018,5.2
17602, Karl Walter Sprungala,Sapphire Blue,2014,6.3
17603, Karla Melo,El Reemplazante,2012,8.5
17604, Karla-Simone Spence,Blue Story,2020,6.0
17605, Karlee Perez,Seized,2020,5.2
17606, Karolina Bruchnicka,Monument,2018,7.2
17607, Karolina Czarnecka,SŁUGI WOJNY,2019,5.1
17608, Karolina Gruszka,3 Seasons in Hell,2009,6.4
17609, Karolina Gruszka,The Art of Loving,2017,7.1
17610, Karolina Gruszka,Moscow Noir,2018,6.8
17611, Karolina Trebacz,The Treflik Family,2016,8.5
17612, Karolina Waclawiak,Follow This,2018,4.9
17613, Karolina Wydra,Europa Report,2013,6.4
17614, Karolina Wydra,A Score to Settle,2019,4.6
17615, Karoline Eichhorn,Dark,2017,8.8
17616, Karoline Herfurth,Big Girls Dont Cry,2002,6.9
17617, Karoline Herfurth,We Are the Night,2010,6.2
17618, Karoline Herfurth,Vincent Wants to Sea,2011,7.0
17619, Karoline Herfurth,Fack ju Göhte,2013,6.9
17620, Karoline Herfurth,Passion,2013,5.3
17621, Karoline Herfurth,Traumfrauen,2015,5.4
17622, Karoline Herfurth,Fack ju Göhte 2,2015,6.0
17623, Karoline Herfurth,The Little Witch,2018,6.2
17624, Karoline Schuch,Ich bin dann mal weg,2015,6.1
17625, Karra Elejalde,The Nameless,1999,5.9
17626, Karra Elejalde,Even the Rain,2011,7.4
17627, Karra Elejalde,Spanish Affair,2014,6.5
17628, Karra Elejalde,Spanish Affair 2,2015,5.4
17629, Karra Elejalde,Rey Gitano,2015,3.7
17630, Karra Elejalde,Los Últimos de Filipinas,2017,6.5
17631, Karra Elejalde,100 Metros,2017,7.6
17632, Karra Elejalde,Holy Goalie,2018,5.3
17633, Karrie Martin,Gentefied,2020,7.4
17634, Karron Eubank,When Louis Met... Chris Eubank,2002,7.0
17635, Karrueche Tran,The Honor List,2018,5.4
17636, Kartar Cheema,Dushman,2017,5.4
17637, Karthik,Mr. Chandramouli,2018,5.2
17638, Kartik Aaryan,Pyaar Ka Punchnama 2,2015,7.3
17639, Kartik Aaryan,Luka Chuppi,2019,6.3
17640, Kartik Aaryan,Love Aaj Kal,2020,4.8
17641, Kartikeya Gummakonda,Guna 369,2019,6.1
17642, Karuna Pandey,Motichoor Chaknachoor,2019,5.8
17643, Kashyap Kapoor,Inmates,2017,6.6
17644, Kasi Hallowell,Havent You Heard? Im Sakamoto,2016,7.2
17645, Kasi Lemmons,Silence of the Lambs,1991,8.6
17646, Kasi Lemmons,Theyve Gotta Have Us,2020,7.6
17647, Kasia Smutniak,From Paris with Love,2010,6.5
17648, Kasia Smutniak,Benvenuto Presidente!,2013,6.2
17649, Kasia Smutniak,Loro,2019,6.7
17650, Kassandra Voyagis,The First Line,2016,5.0
17651, Kasumi Arimura,Hankyu Railways: A 15-minute Miracle,2011,6.6
17652, Kasumi Arimura,Strobe Edge,2015,6.2
17653, Kasumi Arimura,When Marnie Was There,2015,7.7
17654, Kasumi Arimura,I Am a Hero,2016,6.8
17655, Kasumi Arimura,Narratage,2017,5.4
17656, Kasumi Arimura,Cafe Funiculi Funicula,2018,6.9
17657, Kasumi Arimura,Dragon Quest Your Story,2019,6.5
17658, Kasumi Arimura,Kasumi Arimuras Filming Break,2020,6.3
17659, Kasumi Toyama,Haunted School,1995,6.1
17660, Kat Dennings,The House Bunny,2008,5.5
17661, Kat Dennings,Shorts,2009,4.7
17662, Kat Feller,LeapFrog: Phonics Farm,2011,5.9
17663, Kat Feller,LeapFrog: Numberland,2012,6.1
17664, Kat Foster,Rebirth,2016,5.0
17665, Kat Graham,The Vampire Diaries,2009,7.7
17666, Kat Graham,Wheres the Money,2017,5.1
17667, Kat Graham,All Eyez on Me,2017,5.9
17668, Kat Graham,The Holiday Calendar,2018,5.7
17669, Kat Graham,How It Ends,2018,5.0
17670, Kat Graham,Operation Christmas Drop,2020,5.8
17671, Kat Ingkarat,Locked Up,2017,3.9
17672, Kat Ingkarat,Death of Me,2020,4.4
17673, Kat Ward,Louis Theroux: Savile,2016,7.4
17674, Kata Bartsch,Couch Surf,2014,5.6
17675, Kata Dobó,Just Sex and Nothing Else,2005,6.3
17676, Katarina Kamencova,Piatá loď,2017,6.7
17677, Katarzyna Bujakiewicz,The Plagues of Breslau,2018,5.7
17678, Katarzyna Figura,Deserters Gold,1998,4.9
17679, Katarzyna Figura,Panie Dulskie,2015,5.6
17680, Katarzyna Figura,7 Emotions,2018,6.4
17681, Katarzyna Glinka,Na Układy Nie Ma Rady,2017,3.9
17682, Katarzyna Laniewska,"Miszmasz, czyli Kogel mogel 3",2019,3.7
17683, Katarzyna Maciag,Gleboka woda,2011,7.5
17684, Katarzyna Ucherska,Dziewczyny ze Lwowa,2015,5.8
17685, Katarzyna Warnke,Botoks,2017,3.6
17686, Katarzyna Warnke,Botoks,2018,4.4
17687, Katarzyna Warnke,Women of Mafia,2018,4.7
17688, Kate Ashfield,Shaun of the Dead,2004,7.9
17689, Kate Atkinson,Wentworth,2013,8.6
17690, Kate Beahan,The Matrix Revolutions,2003,6.8
17691, Kate Beckinsale,Serendipity,2001,6.9
17692, Kate Beckinsale,Click,2006,6.4
17693, Kate Beckinsale,Underworld: Evolution,2006,6.7
17694, Kate Beckinsale,Vacancy,2007,6.2
17695, Kate Beckinsale,Total Recall,2012,6.3
17696, Kate Beckinsale,Underworld: Awakening,2012,6.4
17697, Kate Beckinsale,Underworld: Blood Wars,2017,5.8
17698, Kate Berlant,Netflix Presents: The Characters,2016,5.3
17699, Kate Berlant,"Frankenstein’s Monster’s Monster, Frankenstein",2019,5.9
17700, Kate Bornstein,The Untold Tales of Armistead Maupin,2017,7.6
17701, Kate Bosworth,Blue Crush,2002,5.7
17702, Kate Bosworth,Win a Date with Tad Hamilton!,2004,5.6
17703, Kate Bosworth,Superman Returns,2006,6.0
17704, Kate Bosworth,21,2008,6.8
17705, Kate Bosworth,L!fe Happens,2012,5.6
17706, Kate Bosworth,Homefront,2013,6.5
17707, Kate Bosworth,Heist,2015,6.1
17708, Kate Bosworth,SS-GB,2017,6.6
17709, Kate Bosworth,Before I Wake,2018,6.2
17710, Kate Bosworth,The Domestics,2018,5.7
17711, Kate Bosworth,Force of Nature,2020,4.5
17712, Kate Bracken,One of Us,2016,7.0
17713, Kate Bristol,Guilty Crown,2011,7.1
17714, Kate Bristol,The Dragon Spell,2016,5.4
17715, Kate Brooks,The Last Animals,2018,8.1
17716, Kate Burr,Dating Around,2019,6.3
17717, Kate Burton,Barefoot,2014,6.6
17718, Kate Dickie,The Witch,2016,6.9
17719, Kate Elliott,The Gulf,2019,6.2
17720, Kate Harbour,Bob the Builder,2001,5.5
17721, Kate Harbour,Shaun the Sheep,2007,8.2
17722, Kate Harbour,Messy Goes to Okido,2015,6.9
17723, Kate Harbour,A Shaun the Sheep Movie: Farmageddon,2020,6.9
17724, Kate Henshaw-Nuttal,4th Republic,2019,6.4
17725, Kate Higgins,The Twelve Kingdoms,2002,8.1
17726, Kate Higgins,Fate/stay night,2006,7.4
17727, Kate Higgins,Barbie Life in the Dreamhouse,2012,7.3
17728, Kate Higgins,Alpha and Omega: A Howl-iday Adventure,2013,5.1
17729, Kate Higgins,Alpha and Omega: Dino Digs,2016,3.8
17730, Kate Higgins,Rainbow Ruby,2016,6.5
17731, Kate Higgins,Pinkfong & Baby Sharks Space Adventure,2019,7.1
17732, Kate Higgins,Pinkfong & Hogi Dance Dance,2019,7.1
17733, Kate Hodge,Beach Rats,2018,6.4
17734, Kate Hudson,How to Lose a Guy in 10 Days,2003,6.4
17735, Kate Hudson,A Guy & A Girl,2003,6.4
17736, Kate Hudson,Fools Gold,2008,5.7
17737, Kate Hudson,Something Borrowed,2011,5.9
17738, Kate Hudson,The Reluctant Fundamentalist,2013,6.9
17739, Kate Hudson,Marshall,2017,7.3
17740, Kate Jackson,The Rookies,1972,6.7
17741, Kate Lyn Sheil,Equals,2016,6.1
17742, Kate Lyn Sheil,Busters Mal Heart,2017,6.1
17743, Kate Mara,Shooter,2007,7.2
17744, Kate Mara,127 Hours,2011,7.5
17745, Kate Mara,Fantastic Four,2015,4.3
17746, Kate Mara,Man Down,2016,6.0
17747, Kate Mara,Megan Leavey,2017,7.1
17748, Kate Mara,Chappaquiddick,2018,6.4
17749, Kate Mara,My Days of Mercy,2019,6.4
17750, Kate McKinnon,The Magic School Bus Rides Again Kids In Space,2020,6.1
17751, Kate McKinnon,The Magic School Bus Rides Again In the Zone,2020,5.7
17752, Kate McKinnon,The Magic School Bus Rides Again The Frizz Connection,2020,5.0
17753, Kate Micucci,Electric Slide,2015,4.7
17754, Kate Micucci,Garfunkel and Oates: Trying to be Special,2016,7.4
17755, Kate Micucci,The Last Laugh,2019,5.6
17756, Kate Micucci,Scooby-Doo! and the Curse of the 13th Ghost,2019,6.5
17757, Kate Moran,Vampires,2020,5.5
17758, Kate Mulvany,The Merger,2018,6.6
17759, Kate Murphy,Shopkins: World Vacation,2017,4.8
17760, Kate Nauta,Transporter 2,2005,6.3
17761, Kate Normington,The Last Days of American Crime,2020,3.6
17762, Kate Oxley,Darker Than Black,2007,7.8
17763, Kate Rachesky,Holidays,2016,5.1
17764, Kate Walsh,Private Practice,2007,6.7
17765, Kate Walsh,The Perks of Being a Wallflower,2012,8.0
17766, Kate Walsh,3022,2019,4.6
17767, Kate Winslet,Sense and Sensibility,1996,7.6
17768, Kate Winslet,Titanic,1997,7.8
17769, Kate Winslet,Eternal Sunshine of the Spotless Mind,2004,8.3
17770, Kate Winslet,The Holiday,2006,6.9
17771, Kate Winslet,Little Children,2007,7.5
17772, Kate Winslet,Revolutionary Road,2009,7.3
17773, Kate Winslet,The Reader,2009,7.6
17774, Kate Winslet,Labor Day,2014,6.9
17775, Kate Winslet,The Divergent Series: Insurgent,2015,6.2
17776, Kate Winslet,Steve Jobs,2015,7.2
17777, Kate Winslet,The Dressmaker,2015,7.1
17778, Kate Winslet,Collateral Beauty,2016,6.8
17779, Kate Winslet,Wonder Wheel,2017,6.2
17780, Kate Winslet,The Mountain Between Us,2017,6.4
17781, Kate Yeung,20/30/40,2004,6.6
17782, Kate del Castillo,No Good Deed,2014,5.6
17783, Kate del Castillo,The Day I Met El Chapo,2017,6.9
17784, Kate del Castillo,Ingobernable,2017,7.1
17785, Katee Sackhoff,Longmire,2012,8.3
17786, Katee Sackhoff,Riddick,2013,6.4
17787, Katee Sackhoff,Oculus,2014,6.5
17788, Katee Sackhoff,Dont Knock Twice,2017,5.1
17789, Katee Sackhoff,2036 Origin Unknown,2018,4.4
17790, Katee Sackhoff,Another Life,2019,5.0
17791, Katelyn Barr,Wise Mans Grandchild,2019,6.7
17792, Katerina D'Onofrio,The last hour,2018,6.3
17793, Katerina Janecková,National Street,2019,5.7
17794, Katerina Klausová,Špindl,2017,3.8
17795, Katerina Kosová,Three Brothers,2014,5.7
17796, Katerina Winterová,Toman,2018,6.6
17797, Katey Sagal,Sons of Anarchy,2008,8.5
17798, Katey Sagal,Bleed for This,2016,6.8
17799, Kath Gordon,The Playbook,2015,5.9
17800, Kath Soucie,The Rugrats Movie,1998,5.9
17801, Kathaleeya McIntosh,The Con-Heartist,2020,7.4
17802, Katharina Brauren,Ödipussi,1988,7.5
17803, Katharina Müller-Elmau,Vincent Wants to Sea,2011,7.0
17804, Katharina Schüttler,Generation War,2013,8.5
17805, Katharina Schüttler,Elser - Er hätte die Welt verändert,2017,7.0
17806, Katharina Thalbach,Die drei Rauber,2007,7.0
17807, Katharine Isabelle,American Mary,2013,6.3
17808, Katharine Isabelle,See No Evil 2,2014,4.7
17809, Katharine McPhee,Scorpion,2014,7.1
17810, Katharine Towne,What Lies Beneath,2000,6.6
17811, Kathelin Gray,Spaceship Earth,2020,6.4
17812, Katherine Barrell,Wynonna Earp,2016,7.4
17813, Katherine Dillon,Trotro,2004,6.3
17814, Katherine Geren,Behind Her Eyes,2018,6.2
17815, Katherine Heigl,The Ugly Truth,2009,6.4
17816, Katherine Heigl,Life as We Know It,2010,6.5
17817, Katherine Heigl,Killers,2010,5.5
17818, Katherine Heigl,One for the Money,2012,5.3
17819, Katherine Heigl,The Nut Job,2014,5.7
17820, Katherine Heigl,Jennys Wedding,2015,5.5
17821, Katherine Heigl,Jackie and Ryan,2015,5.8
17822, Katherine Heigl,Unforgettable,2017,5.1
17823, Katherine Hughes,My Dead Ex,2018,7.0
17824, Katherine McNamara,Shadowhunters,2016,6.6
17825, Katherine Parkinson,Humans,2015,8.0
17826, Katherine Wang,Just You,2013,7.5
17827, Katherine Wang,Fall in Love with Me,2014,7.2
17828, Katheryn Winnick,Vikings,2013,8.5
17829, Katheryn Winnick,Speed Kills,2018,4.2
17830, Katheryn Winnick,Polar,2019,6.3
17831, Kathir,Jada,2019,5.5
17832, Kathleen Barr,Barbie in A Mermaid Tale,2010,6.2
17833, Kathleen Barr,The Deep,2015,7.9
17834, Kathleen Barr,Kong: King of the Apes,2016,5.8
17835, Kathleen Barr,Ghost Patrol,2016,4.9
17836, Kathleen Barr,Edgar Rice Burroughs Tarzan and Jane,2017,4.7
17837, Kathleen Gati,Thunder and the House Of Magic,2015,6.2
17838, Kathleen Herles,Dora the Explorer,2000,4.1
17839, Kathleen Lloyd,The Car,1977,6.2
17840, Kathleen Quinlan,Event Horizon,1997,6.7
17841, Kathleen Robertson,Northern Rescue,2019,7.1
17842, Kathleen Rose Perkins,The Pact,2012,5.8
17843, Kathleen Rose Perkins,I Am Not Okay With This,2020,7.6
17844, Kathleen Turner,The Jewel of the Nile,1985,6.2
17845, Kathleen Turner,The War of the Roses,1989,6.9
17846, Kathrine Barnes,Dean,2017,6.3
17847, Kathrine Thorborg Johansen,The Quake,2018,6.2
17848, Kathryn Bernardo,Must Be... Love,2013,6.8
17849, Kathryn Bernardo,Pagpag: Nine Lives,2013,5.5
17850, Kathryn Bernardo,Shes Dating the Gangster,2014,7.1
17851, Kathryn Bernardo,Crazy Beautiful You,2015,7.2
17852, Kathryn Bernardo,Barcelona: A Love Untold,2016,6.8
17853, Kathryn Bernardo,Cant Help Falling in Love,2017,7.2
17854, Kathryn Bernardo,La Luna Sangre,2017,5.7
17855, Kathryn Bernardo,The Hows of Us,2018,7.3
17856, Kathryn Bernardo,Three Words to Forever,2018,7.5
17857, Kathryn Bernardo,"Hello, Love, Goodbye",2019,7.3
17858, Kathryn Bernardo,The House Arrest of Us,2020,8.3
17859, Kathryn Erbe,Stir of Echoes,1999,7.0
17860, Kathryn Hahn,A Guy & A Girl,2003,6.4
17861, Kathryn Hahn,How to Lose a Guy in 10 Days,2003,6.4
17862, Kathryn Hahn,The Do-Over,2016,5.7
17863, Kathryn Hahn,The Family Fang,2016,6.1
17864, Kathryn Hahn,Private Life,2018,7.2
17865, Kathryn Kirkpatrick,Spymate,2006,3.9
17866, Kathryn Newton,Pokémon Detective Pikachu,2019,6.6
17867, Kathryn Prescott,Dude,2018,5.1
17868, Kathryn Prescott,Polaroid,2019,5.1
17869, Kathryn Short,Goosebumps,1995,7.7
17870, Kathy Baker,Machine Gun Preacher,2011,6.8
17871, Kathy Bates,Titanic,1997,7.8
17872, Kathy Bates,The Day the Earth Stood Still,2008,5.5
17873, Kathy Bates,Valentines Day,2010,5.7
17874, Kathy Bates,Tammy,2014,4.9
17875, Kathy Bates,The Great Gilly Hopkins,2016,6.5
17876, Kathy Bates,Bad Santa 2,2016,5.6
17877, Kathy Bates,Disjointed,2017,6.8
17878, Kathy Bates,The Highwaymen,2019,6.9
17879, Kathy Burke,Harry Enfield and Chums,1994,7.5
17880, Kathy Burke,Harry Enfield Presents...,2001,7.5
17881, Kathy Burke,School of Roars,2017,7.5
17882, Kathy Chaney,Surviving R. Kelly,2019,7.6
17883, Kathy Murphy,For the Birds,2018,6.8
17884, Kathy Trevelyan,Witches: A Century of Murder,2020,7.2
17885, Kathy Wu,Three,2016,5.9
17886, Kati Outinen,A Man and a Woman,2016,6.8
17887, Kati Outinen,Dark Crimes,2018,4.7
17888, Kati Outinen,The Hole in the Ground,2019,5.6
17889, Katia Krafft,Into the Inferno,2016,7.2
17890, Katia Moraes,Crô: O Filme,2013,3.4
17891, Katie Alexander Thom,Simon,2017,4.9
17892, Katie Burgess,The Jurassic Games,2020,3.8
17893, Katie Cassidy,When a Stranger Calls,2006,5.1
17894, Katie Cassidy,A Nightmare on Elm Street,2010,5.2
17895, Katie Cassidy,Arrow,2012,7.5
17896, Katie Chang,The Bling Ring,2013,5.6
17897, Katie Crown,Stoked,2009,6.3
17898, Katie Crown,Storks,2016,6.8
17899, Katie Danziger,Brothers Shadow,2006,6.1
17900, Katie Dippold,Snatched,2017,4.5
17901, Katie Featherston,Paranormal,2009,6.3
17902, Katie Featherston,Paranormal Activity 2,2010,5.6
17903, Katie Featherston,Paranormal Activity 4,2012,4.6
17904, Katie Gray,Hellsing Ultimate,2006,8.3
17905, Katie Griffin,Cloudy with a Chance of Meatballs,2017,3.3
17906, Katie Griffin,Luna Petunia: Return to Amazia,2018,4.8
17907, Katie Holmes,Dawsons Creek,1998,6.6
17908, Katie Holmes,Batman Begins,2005,8.2
17909, Katie Holmes,Jack and Jill,2011,3.3
17910, Katie Holmes,Miss Meadows,2014,5.7
17911, Katie Holmes,Woman in Gold,2015,7.3
17912, Katie Holmes,The Secret: Dare to Dream,2020,6.4
17913, Katie Jarvis,Fish Tank,2009,7.3
17914, Katie Jarvis,Two Graves,2019,4.3
17915, Katie Leigh,Monster Island,2017,4.8
17916, Katie Leung,The Foreigner,2017,7.0
17917, Katie Phang,Surviving R. Kelly: The Impact,2019,6.3
17918, Katie Stevens,The Bold Type,2017,8.0
17919, Katiuscia Canoro,Airplane Mode,2020,5.0
17920, Katja Danowski,Herr Lehmann,2003,7.2
17921, Katja Herbers,Brammetje Baas,2012,7.0
17922, Katja Herbers,Suskind,2012,6.9
17923, Katja Herbers,Mannenharten 2,2015,5.7
17924, Katja Riemann,Maybe... Maybe Not,1996,6.5
17925, Katja Riemann,Fack ju Göhte 2,2015,6.0
17926, Katja Schuurman,Costa!,2001,4.6
17927, Katja Schuurman,Dummie de Mummie 2,2015,5.7
17928, Katlego Danke,All About Love,2017,3.7
17929, Katlyn Carlson,Holly Star,2018,5.2
17930, Katrin Röver,Hindafing,2018,7.7
17931, Katrina Kaif,Welcome,2007,6.9
17932, Katrina Kaif,Namastey London,2007,7.1
17933, Katrina Kaif,Race,2008,6.7
17934, Katrina Kaif,Ajab Prem Ki Ghazab Kahani,2009,6.4
17935, Katrina Kaif,Raajneeti,2010,7.1
17936, Katrina Kaif,Politics,2010,7.1
17937, Katrina Kaif,Zindagi Na Milegi Dobara,2011,8.2
17938, Katrina Kaif,Ki,2011,5.8
17939, Katrina Kaif,Phantom,2015,5.9
17940, Katrina Kaif,Fitoor,2016,5.4
17941, Katrina Kaif,Jagga Jasoos,2017,6.5
17942, Katrina Kaif,Zero,2018,5.4
17943, Katrina Law,12 Gifts of Christmas,2015,6.5
17944, Katrine Greis-Rosenthal,A Fortunate Man,2018,7.2
17945, Katsuhiko Sasaki,Godzilla vs. King Ghidorah,1991,6.6
17946, Katsuhisa Namase,Trick Shinsaku Special,2014,5.4
17947, Katsuko Kanai,Sing My Life,2016,6.1
17948, Katsumasa Uchida,Terror of Mechagodzilla,1977,6.2
17949, Katsunori Takahashi,Mr. Tadanos Secret Mission,2008,5.8
17950, Katsunosuke Hori,Paprika,2007,7.7
17951, Katsunosuke Hori,Paprika,2007,7.7
17952, Katsuo Nakamura,Steamboy,2005,6.9
17953, Katsuya Kobayashi,Zenigata,2018,5.6
17954, Katsuyuki Konishi,Beelzebub,2011,7.6
17955, Katsuyuki Konishi,FLCL Alternative / Progressive,2018,5.9
17956, Katt Williams,First Sunday,2008,4.5
17957, Katt Williams,Cats and Dogs: The Revenge of Kitty Galore,2010,4.3
17958, Katy Jurado,Pat & Mat in a Movie,1973,7.3
17959, Katy Jurado,Pat & Mat: Winter Fun,1973,7.3
17960, Katy Perry,Katy Perry: Part of Me,2012,5.9
17961, Katy Pierce,She Is,2010,8.1
17962, Kausar Mohammed,Cannon Busters,2019,6.9
17963, Kausar Mohammed,Jurassic World Camp Cretaceous,2020,7.4
17964, Kaustav Ghosh,Chhota Bheem And the Curse of Damyaan,2012,5.7
17965, Kaweh Modiri,Baumbacher Syndrome,2021,7.4
17966, Kay Greidanus,No Such Thing as Housewives,2017,6.6
17967, Kay Kay Menon,Hazaaron Khwaishein Aisi,2005,7.9
17968, Kay Kay Menon,"Main, Meri Patni Aur Woh",2005,7.3
17969, Kay Kay Menon,Life in a ... Metro,2007,7.4
17970, Kay Kay Menon,Black Friday,2007,8.5
17971, Kay Kay Menon,Aagey Se Right,2009,5.1
17972, Kay Kay Menon,Life Ki Toh Lag Gayi,2012,5.3
17973, Kay Kay Menon,ABCD: Any Body Can Dance,2013,6.3
17974, Kay Kay Menon,Haider,2014,8.1
17975, Kay Lenz,Death Wish 4: The Crackdown,1987,5.5
17976, Kay Mallory,Oh! Baby,1929,7.4
17977, Kay Medford,Funny Girl,1968,7.4
17978, Kay Panabaker,Fame,2009,5.1
17979, Kay Tong Lim,Mee Pok Man,1995,6.1
17980, Kaya Brüel,Cykelmyggen og Minibillen,2014,5.2
17981, Kaya Kiyohara,Non-Core,2017,6.6
17982, Kaya Kiyohara,Switched,2018,7.2
17983, Kaya Matsutani,FLCL Alternative / Progressive,2018,5.9
17984, Kaya Rodrigues,Alce and Alice,2017,5.6
17985, Kaya Wilkins,Thelma,2017,7.0
17986, Kaya Yanar,Agent Ranjid Rettet Die Welt,2012,3.3
17987, Kayano Masuyama,Demon Covered in Scars,2017,6.4
17988, Kaycie Chase,Pat the Dog,2017,6.3
17989, Kayla Charlton,The Truth Will Out,2020,4.0
17990, Kayla Ewell,Way Back Home,2013,5.9
17991, Kaylee Vieira,My Big Fat Greek Wedding,2002,6.6
17992, Kayleigh Gilbert,Reborn,2019,4.2
17993, Kayne Tremills,Oh Yuck,2017,8.1
17994, Kayode Aderupoko,October 1,2014,6.6
17995, Kayode Ewumi,Enterprice,2017,5.8
17996, Kayvan Novak,Syriana,2005,6.9
