Year,Original,Series or Movie,Writer,Title,First_Writer,Films,Writers,Rating,Genre
2018.0,0.0,Movie,Sam Levinson,Assassination Nation,Sam Levinson,1,1,5.9,ACTION
2016.0,0.0,Movie,"Anne Elvedal, Hallvard Bræin, Linn-Jeanethe Kyed",Børning 2,Anne Elvedal,1,1,5.9,ACTION
2014.0,0.0,Movie,David Marconi,Collision,David Marconi,1,1,5.9,THRILLER
2017.0,0.0,Movie,Akihiko Shiota,Wet Woman in the Wind,Akihiko Shiota,1,1,5.9,ROMANCE
2019.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Spirit of Christmas,Nicole Belisle,1,1,5.9,ADVENTURE
2017.0,0.0,Movie,"Soda Voyu, Wen-Hsing Yu, Te-Sheng Wei","52Hz, I Love You",Soda Voyu,1,1,5.9,COMEDY
2019.0,1.0,Series,Audrey Fouché,Osmosis,Audrey Fouché,1,1,5.9,SCI-FI
2013.0,0.0,Movie,Hatem Khraiche,The Returned,Hatem Khraiche,1,1,5.9,ADVENTURE
2018.0,0.0,Movie,Sang-ho Yeon,Psychokinesis,Sang-ho Yeon,1,1,5.9,COMEDY
2019.0,1.0,Series,Audrey Fouché,Osmosis,Audrey Fouché,1,1,5.9,ROMANCE
2020.0,0.0,Series,William Davies,The Letter for the King,William Davies,1,1,5.9,FANTASY
2020.0,0.0,Movie,"Abdulaziz Almuzaini, Malik Nejer",Masameer - The Movie,Abdulaziz Almuzaini,1,1,5.9,ANIMATION
2016.0,0.0,Movie,Matthew Ross,Frank and Lola,Matthew Ross,1,1,5.9,CRIME
2020.0,1.0,Movie,"Ishita Moitra, Neeraj Udhwani",Maska,Ishita Moitra,1,1,5.9,DRAMA
2011.0,0.0,Movie,"Jennie Snyder Urman, Emily Giffin",Something Borrowed,Jennie Snyder Urman,1,1,5.9,DRAMA
2019.0,0.0,Movie,"Mark Banker, Matt Smith",The Spooky Tale of Captain Underpants Hack-a-ween,Mark Banker,1,1,5.9,SHORT
2011.0,0.0,Movie,"Ella Lemhagen, Carina Dahl",The Crown Jewels,Ella Lemhagen,1,1,5.9,DRAMA
2019.0,0.0,Movie,Khalid Al Jabri,Kalek Shanab,Khalid Al Jabri,1,1,5.9,COMEDY
2019.0,0.0,Movie,"Belled, Shane Atkinson, Zara Hayes",Poms,Belled,1,1,5.9,SPORT
2015.0,0.0,Movie,"Parveez Sheikh, Kausar Munir, Hussain Zaidi, Kabir Khan",Phantom,Parveez Sheikh,1,1,5.9,ACTION
2020.0,0.0,Movie,Rikiya Imaizumi,Mellow,Rikiya Imaizumi,1,1,5.9,ROMANCE
2011.0,0.0,Movie,"Beto Gómez, Francisco Payó González",Saving Private Perez,Beto Gómez,1,1,5.9,ADVENTURE
2019.0,0.0,Movie,Kaeko Hayafune,No Longer Human,Kaeko Hayafune,1,1,5.9,BIOGRAPHY
2011.0,0.0,Movie,"Tung-Shing Yee, Tin Nam Chun, Haifan Zhang, Ho-Leung Lau",The Great Magician,Tung-Shing Yee,1,1,5.9,DRAMA
2013.0,0.0,Movie,"Leandro Muniz, Julia Rezende, Mariza Leão, Tati Bernardi",Meu Passado Me Condena,Leandro Muniz,1,1,5.9,ROMANCE
2012.0,0.0,Movie,Pascal Laugier,The Tall Man,Pascal Laugier,1,1,5.9,HORROR
2016.0,0.0,Movie,Michael LeSieur,Keeping Up with the Joneses,Michael LeSieur,1,1,5.9,COMEDY
2010.0,0.0,Movie,Pupi Avati,The Youngest Son,Pupi Avati,1,1,5.9,COMEDY
2019.0,0.0,Movie,"Belled, Shane Atkinson, Zara Hayes",Poms,Belled,1,1,5.9,DRAMA
2013.0,0.0,Movie,John Wilder,Way Back Home,John Wilder,1,1,5.9,DRAMA
2018.0,1.0,Movie,Marja-Lewis Ryan,6 Balloons,Marja-Lewis Ryan,1,1,5.9,DRAMA
2011.0,0.0,Movie,"Mark Young, Chris D'Angelo",LeapFrog: Phonics Farm,Mark Young,1,1,5.9,ANIMATION
2015.0,0.0,Movie,"Kemi Adesoye, Bola Agbaje, Biyi Bandele",Fifty,Kemi Adesoye,1,1,5.9,ROMANCE
2019.0,0.0,Movie,"Josh Appelbaum, André Nemec, Robert Gordon",Wonder Park,Josh Appelbaum,1,1,5.9,ANIMATION
2017.0,1.0,Series,Ezra Koenig,Neo Yokio,Ezra Koenig,1,1,5.9,COMEDY
2016.0,0.0,Movie,"Creighton Rothenberger, Katrin Benedikt, Christian Gudegast, Chad St. John",London Has Fallen,Creighton Rothenberger,1,1,5.9,ACTION
2017.0,1.0,Series,Ezra Koenig,Neo Yokio,Ezra Koenig,1,1,5.9,FANTASY
2016.0,0.0,Movie,Zafer Külünk,Kardeşim Benim,Zafer Külünk,1,1,5.9,COMEDY
2018.0,0.0,Movie,"Helen Edmundson, Philippa Goslett",Mary Magdalene,Helen Edmundson,1,1,5.9,BIOGRAPHY
2011.0,0.0,Movie,"Jennie Snyder Urman, Emily Giffin",Something Borrowed,Jennie Snyder Urman,1,1,5.9,COMEDY
2020.0,0.0,Movie,"Gene McHugh, Eugene Kotlyarenko",Spree,Gene McHugh,1,1,5.9,COMEDY
2020.0,0.0,Movie,"Olivier Assayas, Fernando Morais",Wasp Network,Olivier Assayas,1,1,5.9,DRAMA
2019.0,1.0,Movie,"Susanna Jones, Wash Westmoreland",Earthquake Bird,Susanna Jones,1,1,5.9,THRILLER
2019.0,0.0,Movie,"Dana Fox, Katie Silberman, Erin Cardillo",Isnt It Romantic,Dana Fox,1,1,5.9,FANTASY
2014.0,0.0,Movie,"David Fraser, Atom Egoyan",The Captive,David Fraser,1,1,5.9,CRIME
2017.0,0.0,Movie,Onur Tukel,Catfight,Onur Tukel,1,1,5.9,COMEDY
2019.0,0.0,Movie,Rohit Mittal,Autohead,Rohit Mittal,1,1,5.9,CRIME
2017.0,0.0,Movie,Hatem Khraiche,Orbiter 9,Hatem Khraiche,1,1,5.9,SCI-FI
2020.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Ride Along Adventure,Nicole Belisle,1,1,5.9,COMEDY
2013.0,0.0,Movie,"Lawrence D. Cohen, Roberto Aguirre-Sacasa, Stephen King",Carrie,Lawrence D. Cohen,1,1,5.9,HORROR
2020.0,0.0,Movie,Marissa Kate Goodhill,come away,Marissa Kate Goodhill,1,1,5.9,FANTASY
2016.0,1.0,Movie,"Jeff Morris, Jeff Wadlow",True Memoirs of an International Assassin,Jeff Morris,1,1,5.9,COMEDY
2013.0,0.0,Movie,"Leandro Muniz, Julia Rezende, Mariza Leão, Tati Bernardi",Meu Passado Me Condena,Leandro Muniz,1,1,5.9,COMEDY
2017.0,0.0,Movie,"Kieran Mulroney, Shotaro Ishinomori, Michele Mulroney, John Gatins, Burk Sharpless, Matt Sazama, Saburo Yatsude, Haim Saban",Power Rangers,Kieran Mulroney,1,1,5.9,ADVENTURE
2014.0,0.0,Movie,George Northy,G.B.F.,George Northy,1,1,5.9,ROMANCE
2017.0,0.0,Movie,Hatem Khraiche,Orbiter 9,Hatem Khraiche,1,1,5.9,ROMANCE
2018.0,0.0,Movie,"Patxi Amezcua, Jorge Guerricaechevarría, Chris Sparling, Paul Pen",The Warning,Patxi Amezcua,1,1,5.9,MYSTERY
2013.0,0.0,Movie,"Javier López Barreira, Diego San José, Neil Landau, Gorka Magallón, Ignacio del Moral, Lillian González, Jordi Gasull, Verónica Fernández",Tad: The Lost Explorer,Javier López Barreira,1,1,5.9,ANIMATION
2020.0,0.0,Movie,Steve Worland,Go Karts,Steve Worland,1,1,5.9,SPORT
2014.0,0.0,Movie,"David Fraser, Atom Egoyan",The Captive,David Fraser,1,1,5.9,THRILLER
2016.0,0.0,Movie,"Yûki Yamato, Kishû Izuchi, George Asakura",Drowning Love,Yûki Yamato,1,1,5.9,ROMANCE
2018.0,0.0,Movie,"Bill Oliver, Peter Nickowitz, Gregory Davis",Jonathan,Bill Oliver,1,1,5.9,SCI-FI
2019.0,0.0,Movie,"Clyde Holcroft, James Kettle, Aiden Spackman, Jack Whitehall, Ivo Graham",Jack Whitehall: Christmas with My Father,Clyde Holcroft,1,1,5.9,COMEDY
2013.0,0.0,Movie,"Stephen Fry, Tony Leech, David Javerbaum, Bob Barlen, Cory Edwards, Dan Mazer, Cal Brunker",Escape from Planet Earth,Stephen Fry,1,1,5.9,COMEDY
2017.0,0.0,Movie,Annie J. Howell,Little Boxes,Annie J. Howell,1,1,5.9,DRAMA
2020.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Ride Along Adventure,Nicole Belisle,1,1,5.9,DRAMA
2016.0,0.0,Movie,"Federico Starnone, Kim Rossi Stuart",Tommaso,Federico Starnone,1,1,5.9,DRAMA
2012.0,0.0,Series,"Anthony O'Connor, Jonathon Green",Inhuman Resources,Anthony O'Connor,1,1,5.9,THRILLER
2013.0,0.0,Movie,"David Walliams, Kevin Cecil, Andy Riley",Gangsta Granny,David Walliams,1,1,5.9,COMEDY
2020.0,0.0,Series,William Davies,The Letter for the King,William Davies,1,1,5.9,ACTION
2012.0,0.0,Movie,"Mary Casanova, Amy Rardin, Jessica O'Toole",An American Girl: McKenna Shoots for the Stars,Mary Casanova,1,1,5.9,DRAMA
2019.0,0.0,Movie,"Nicola Yoon, Tracy Oliver",The Sun Is Also a Star,Nicola Yoon,1,1,5.9,DRAMA
2015.0,0.0,Movie,Tracy Rosen,"Love, Again",Tracy Rosen,1,1,5.9,ROMANCE
2017.0,0.0,Movie,Knate Lee,Kidnap,Knate Lee,1,1,5.9,ACTION
2020.0,0.0,Movie,Archie Hekagery,Tarung Sarung,Archie Hekagery,1,1,5.9,ADVENTURE
2016.0,0.0,Movie,"Grzegorz Stefanski, Arkadiusz Jakubik, Igor Brejdygant",Prosta historia o morderstwie,Grzegorz Stefanski,1,1,5.9,CRIME
2019.0,0.0,Movie,"Mairghread Scott, Harry G. Peter, Drew Johnson, William Moulton Marston, Greg Rucka",Wonder Woman: Bloodlines,Mairghread Scott,1,1,5.9,ACTION
2017.0,0.0,Movie,"K. Gopinathan, Tara Ramanujan",Samarppanam,K. Gopinathan,1,1,5.9,MYSTERY
2017.0,0.0,Movie,"Steven Bagatourian, Jeremy Haft, Eddie Gonzalez",All Eyez on Me,Steven Bagatourian,1,1,5.9,BIOGRAPHY
2011.0,0.0,Movie,"Mark Young, Chris D'Angelo",LeapFrog: Phonics Farm,Mark Young,1,1,5.9,SHORT
2019.0,0.0,Movie,"Gary Dauberman, James Wan",Annabelle Comes Home,Gary Dauberman,1,1,5.9,THRILLER
2018.0,0.0,Movie,"Man-Lung Ho, Ho-Wah Wong",L Storm,Man-Lung Ho,1,1,5.8,CRIME
2010.0,0.0,Movie,"Brian Cordray, Måns Herngren, Jane Magnusson",The Swimsuit Issue,Brian Cordray,1,1,5.8,COMEDY
2015.0,0.0,Movie,Steven Rogers,Love the Coopers,Steven Rogers,1,1,5.8,ROMANCE
2019.0,0.0,Movie,"Eric Garcia, John Searles",Strange but True,Eric Garcia,1,1,5.8,THRILLER
2018.0,1.0,Movie,"Vivek Anchalia, Leena Yadav, Manu Rishi Chadha",Rajma Chawal,Vivek Anchalia,1,1,5.8,DRAMA
2017.0,0.0,Movie,"Yoshihiro Nishimura, Sakichi Sato",Meatball Machine Kodoku,Yoshihiro Nishimura,1,1,5.8,COMEDY
2015.0,0.0,Movie,"Richie Conroy, Mark Hodkinson, Toby Genkel, Marteinn Thorisson",Two by Two,Richie Conroy,1,1,5.8,ANIMATION
2012.0,0.0,Movie,"Erich Hoeber, Jon Hoeber",Battleship,Erich Hoeber,1,1,5.8,ACTION
2016.0,0.0,Series,"Marcus Dunstan, Patrick Melton",The Neighbor,Marcus Dunstan,1,1,5.8,THRILLER
2017.0,0.0,Movie,John Michael McDonagh,War on Everyone,John Michael McDonagh,1,1,5.8,ACTION
2019.0,0.0,Movie,"Oh-Kwang Kwon, Yeong-man Heo",Tazza: One Eyed Jack,Oh-Kwang Kwon,1,1,5.8,THRILLER
2015.0,0.0,Movie,"Don MacPherson, Jean-Patrick Manchette, Sean Penn, Pete Travis",The Gunman,Don MacPherson,1,1,5.8,CRIME
2015.0,0.0,Movie,Ami Canaan Mann,Jackie and Ryan,Ami Canaan Mann,1,1,5.8,ROMANCE
2013.0,0.0,Movie,"Parveez Sheikh, Raj Kumar Gupta",Ghanchakkar,Parveez Sheikh,1,1,5.8,THRILLER
2011.0,0.0,Movie,Ali Abbas Zafar,Ki,Ali Abbas Zafar,1,1,5.8,FAMILY
2012.0,0.0,Movie,"Lindsay van Blerk, Brent Palmer, Tom Kenny, Raffaella Delle Donne, Nik Rabinowitz, Wayne Thornley, Anthony Silverston, Andrew Cook",Adventures in Zambezia,Lindsay van Blerk,1,1,5.8,ADVENTURE
2013.0,0.0,Series,Jed Spingarn,The Thundermans,Jed Spingarn,1,1,5.8,FAMILY
2016.0,0.0,Movie,"Elena Song, Leigh Dunlap",A Cinderella Story: If the Shoe Fits,Elena Song,1,1,5.8,FAMILY
2014.0,0.0,Movie,John Swetnam,Into the Storm,John Swetnam,1,1,5.8,ACTION
2012.0,0.0,Movie,"Fabrizio Cestaro, Paolo Genovese, Marco Alessi",Immaturi - Il viaggio,Fabrizio Cestaro,1,1,5.8,COMEDY
2018.0,0.0,Movie,Luke Del Tredici,Arizona,Luke Del Tredici,1,1,5.8,THRILLER
2014.0,0.0,Movie,John Swetnam,Into the Storm,John Swetnam,1,1,5.8,ADVENTURE
2015.0,0.0,Movie,Yuriy Arabov,Orlean,Yuriy Arabov,1,1,5.8,DRAMA
2019.0,0.0,Movie,Lodewijk Crijns,Bumperkleef,Lodewijk Crijns,1,1,5.8,HORROR
2016.0,0.0,Movie,"Elena Song, Leigh Dunlap",A Cinderella Story: If the Shoe Fits,Elena Song,1,1,5.8,MUSIC
2013.0,0.0,Movie,"Art Edler Brown, Andy Callahan, Douglas Sloan",Nicky Deuce,Art Edler Brown,1,1,5.8,FAMILY
2017.0,0.0,Movie,Shola Amoo,A Moving Image,Shola Amoo,1,1,5.8,DRAMA
2012.0,0.0,Movie,"Dhieyo Sandhu, Abhijeet Sandhu",Tere Naal Love Ho Gaya,Dhieyo Sandhu,1,1,5.8,ROMANCE
2016.0,0.0,Series,Shôji Kawamori,Macross Delta,Shôji Kawamori,1,1,5.8,ACTION
2020.0,0.0,Movie,"Alex Hyner, Alex Theurer, J.D. Dillard",Sweetheart,Alex Hyner,1,1,5.8,MYSTERY
2020.0,0.0,Movie,Carley Smale,Midnight at the Magnolia,Carley Smale,1,1,5.8,ROMANCE
2017.0,0.0,Movie,Hallie Meyers-Shyer,Home Again,Hallie Meyers-Shyer,1,1,5.8,COMEDY
2018.0,0.0,Movie,"Erik Matti, Anton Santamaria",BuyBust,Erik Matti,1,1,5.8,ACTION
2011.0,0.0,Movie,"Bobby Farrelly, Pete Jones, Peter Farrelly, Kevin Barnett",Hall Pass,Bobby Farrelly,1,1,5.8,COMEDY
2015.0,0.0,Movie,Charlotte Blom,Staying Alive,Charlotte Blom,1,1,5.8,COMEDY
2013.0,0.0,Movie,"Rhett Reese, Paul Wernick",G.I. Joe: Retaliation,Rhett Reese,1,1,5.8,THRILLER
2017.0,0.0,Movie,Jamie Hannigan,Pilgrimage,Jamie Hannigan,1,1,5.8,ACTION
2018.0,0.0,Movie,Samu Fuentes,The Skin of the Wolf,Samu Fuentes,1,1,5.8,DRAMA
2016.0,0.0,Series,"Marcus Dunstan, Patrick Melton",The Neighbor,Marcus Dunstan,1,1,5.8,HORROR
2018.0,0.0,Movie,"Anthony Byrne, Natalie Dormer",In Darkness,Anthony Byrne,1,1,5.8,MYSTERY
2017.0,0.0,Movie,"Josh Stolberg, Pete Goldfinger",Jigsaw,Josh Stolberg,1,1,5.8,THRILLER
2020.0,0.0,Movie,"Titien Wattimena, Priesnanda Dwisatria",Toko Barang Mantan,Titien Wattimena,1,1,5.8,ROMANCE
2017.0,0.0,Movie,John Michael McDonagh,War on Everyone,John Michael McDonagh,1,1,5.8,CRIME
2012.0,0.0,Movie,"Dhieyo Sandhu, Abhijeet Sandhu",Tere Naal Love Ho Gaya,Dhieyo Sandhu,1,1,5.8,DRAMA
2016.0,0.0,Movie,"Elena Song, Leigh Dunlap",A Cinderella Story: If the Shoe Fits,Elena Song,1,1,5.8,MUSICAL
2015.0,0.0,Movie,Kate Barker-Froyland,Song One,Kate Barker-Froyland,1,1,5.8,MUSIC
2018.0,0.0,Movie,"Justin Zackham, Elaine Goldsmith-Thomas",Second Act,Justin Zackham,1,1,5.8,COMEDY
2016.0,0.0,Movie,Matt Cook,The Duel,Matt Cook,1,1,5.8,DRAMA
2018.0,0.0,Movie,Tyler Perry,Acrimony,Tyler Perry,1,1,5.8,THRILLER
2016.0,0.0,Movie,"Sheng Ding, Alex Jia, Keke He",Railroad Tigers,Sheng Ding,1,1,5.8,FAMILY
2015.0,0.0,Movie,"Sin Ling Yeung, Nick Cheung",Keeper of Darkness,Sin Ling Yeung,1,1,5.8,THRILLER
2014.0,0.0,Movie,"Janeen Damian, Giulia Nahmany, Alexandru Adrian Marinica, Michael Damian",Love by Design,Janeen Damian,1,1,5.8,ROMANCE
2018.0,0.0,Movie,"Jesse V. Johnson, Stu Small",The Debt Collector,Jesse V. Johnson,1,1,5.8,COMEDY
2014.0,0.0,Movie,"Lynn Vincent, Randall Wallace, Chris Parker, Todd Burpo",Heaven Is for Real,Lynn Vincent,1,1,5.8,DRAMA
2016.0,0.0,Movie,"Takeshi Obata, Tsugumi Ôba",Death Note: Light Up the New World,Takeshi Obata,1,1,5.8,THRILLER
2017.0,0.0,Movie,"Todd Stein, Nathan Parker",2:22,Todd Stein,1,1,5.8,MYSTERY
2015.0,0.0,Movie,Richard D'Ovidio,The Forger,Richard D'Ovidio,1,1,5.8,THRILLER
2017.0,0.0,Movie,Jayan Vannery,Ma Chu Ka,Jayan Vannery,1,1,5.8,THRILLER
2013.0,0.0,Movie,"Rhett Reese, Paul Wernick",G.I. Joe: Retaliation,Rhett Reese,1,1,5.8,SCI-FI
2019.0,0.0,Movie,"Claire Denis, Geoff Cox, Nick Laird, Andrew Litvack, Jean-Pol Fargeau",High Life,Claire Denis,1,1,5.8,ADVENTURE
2018.0,0.0,Movie,"Pearl Osibu, John-Arthur Ingram, Kay I. Jegede",Lara and the Beat,Pearl Osibu,1,1,5.8,DRAMA
2015.0,0.0,Movie,Richard D'Ovidio,The Forger,Richard D'Ovidio,1,1,5.8,DRAMA
2016.0,0.0,Movie,"Takeshi Obata, Tsugumi Ôba",Death Note: Light Up the New World,Takeshi Obata,1,1,5.8,SCI-FI
2019.0,0.0,Movie,György Mór Kárpáti,Guerilla,György Mór Kárpáti,1,1,5.8,DRAMA
2010.0,0.0,Movie,"Dominique Gauriaud, Isabelle Funaro, Michaël Youn, Jurij Prette",Fatal,Dominique Gauriaud,1,1,5.8,MUSIC
2020.0,0.0,Movie,"Petr Jarchovsky, Petr Jarchovský",Zahradnictví : Rodinný přítel,Petr Jarchovsky,1,1,5.8,DRAMA
2020.0,0.0,Movie,David Auburn,Georgetown,David Auburn,1,1,5.8,BIOGRAPHY
2017.0,0.0,Movie,Daniel Clowes,Wilson,Daniel Clowes,1,1,5.8,DRAMA
2018.0,0.0,Movie,"Jason Fuchs, Daniel Waters",I Still See You,Jason Fuchs,1,1,5.8,HORROR
2017.0,0.0,Movie,Shamim Sarif,Despite the Falling Snow,Shamim Sarif,1,1,5.8,DRAMA
2014.0,0.0,Movie,John Swetnam,Into the Storm,John Swetnam,1,1,5.8,THRILLER
2018.0,0.0,Movie,"Roberto Andò, Angelo Pasquini, Giacomo Bendotti",The Stolen Caravaggio,Roberto Andò,1,1,5.8,DRAMA
2019.0,0.0,Movie,Gareth Dunnet-Alcocer,Miss Bala,Gareth Dunnet-Alcocer,1,1,5.8,ACTION
2010.0,0.0,Movie,"Andrew Kevin Walker, Curt Siodmak, David Self",The Wolfman,Andrew Kevin Walker,1,1,5.8,DRAMA
2018.0,0.0,Movie,"Mike Wiluan, Raymond Lee",Buffalo Boys,Mike Wiluan,1,1,5.8,DRAMA
2018.0,0.0,Movie,"Richard Friedenberg, Ken Hixon, Laura Hillenbrand",Unbroken: Path to Redemption,Richard Friedenberg,1,1,5.8,HISTORY
2012.0,0.0,Movie,"Erich Hoeber, Jon Hoeber",Battleship,Erich Hoeber,1,1,5.8,SCI-FI
2020.0,0.0,Movie,"Yannick van de Velde, Tom van Kalmthout",Rundfunk: Jachterwachter,Yannick van de Velde,1,1,5.8,COMEDY
2019.0,0.0,Movie,"Simone Godano, Giulia Louise Steigerwalt",An Almost Ordinary Summer,Simone Godano,1,1,5.8,COMEDY
2019.0,0.0,Movie,"Terry Stone, Will Gilbey, Simon Rumley",Once Upon a Time in London,Terry Stone,1,1,5.8,CRIME
2017.0,0.0,Movie,"Todd Stein, Nathan Parker",2:22,Todd Stein,1,1,5.8,THRILLER
2018.0,1.0,Series,"Hannah Friedman, Matthew Ireland Beans",Trolls: The Beat Goes On!,Hannah Friedman,1,1,5.8,FANTASY
2018.0,1.0,Movie,"Vivek Anchalia, Leena Yadav, Manu Rishi Chadha",Rajma Chawal,Vivek Anchalia,1,1,5.8,FAMILY
2019.0,0.0,Movie,"Mangesh Hadawale, Sanjay Leela Bhansali, Sanjeev",Malaal,Mangesh Hadawale,1,1,5.8,DRAMA
2019.0,0.0,Movie,György Mór Kárpáti,Guerilla,György Mór Kárpáti,1,1,5.8,HISTORY
2017.0,0.0,Movie,Jamie Hannigan,Pilgrimage,Jamie Hannigan,1,1,5.8,HISTORY
2013.0,0.0,Movie,"Vera von Schalburg, Annette Hess",The Spy,Vera von Schalburg,1,1,5.8,HISTORY
2018.0,0.0,Movie,"Tetsuya Yamada, Ishirô Honda, Sadayuki Murai, Gen Urobuchi",GODZILLA City on the Edge of Battle,Tetsuya Yamada,1,1,5.8,SCI-FI
2018.0,0.0,Movie,"Zach Dean, Ron Mita, Jim McClain",24 Hours to Live,Zach Dean,1,1,5.8,SCI-FI
2018.0,1.0,Movie,Noga Landau,TAU,Noga Landau,1,1,5.8,SCI-FI
2018.0,0.0,Movie,"Richard Friedenberg, Ken Hixon, Laura Hillenbrand",Unbroken: Path to Redemption,Richard Friedenberg,1,1,5.8,BIOGRAPHY
2019.0,0.0,Movie,"Claire Denis, Geoff Cox, Nick Laird, Andrew Litvack, Jean-Pol Fargeau",High Life,Claire Denis,1,1,5.8,SCI-FI
2018.0,0.0,Movie,"Maksim Sveshnikov, Sakhar 1 kg, Neil Landau, Cyrus Voris, Joe Vitale, Ethan Reiff",Sheep and Wolves,Maksim Sveshnikov,1,1,5.8,ANIMATION
2018.0,0.0,Movie,Alex Ross Perry,Golden Exits,Alex Ross Perry,1,1,5.8,DRAMA
2010.0,0.0,Movie,Felix Chong,Once a Gangster,Felix Chong,1,1,5.8,ACTION
2010.0,0.0,Movie,"Ryan Murphy, Jennifer Salt, Elizabeth Gilbert",Eat Pray Love,Ryan Murphy,1,1,5.8,BIOGRAPHY
2014.0,0.0,Movie,Y.T. Parazi,Falcon Rising,Y.T. Parazi,1,1,5.8,ADVENTURE
2018.0,0.0,Movie,"Ben Collins, Luke Piotrowski",Stephanie,Ben Collins,1,1,5.8,MYSTERY
2012.0,0.0,Series,"Andy Raymer, Bora Dagtekin",Türkisch für Anfänger,Andy Raymer,1,1,5.8,COMEDY
2018.0,0.0,Movie,"Maksim Sveshnikov, Sakhar 1 kg, Neil Landau, Cyrus Voris, Joe Vitale, Ethan Reiff",Sheep and Wolves,Maksim Sveshnikov,1,1,5.8,FAMILY
2021.0,0.0,Movie,Jack Sekowski,Valentines Again,Jack Sekowski,1,1,5.8,ROMANCE
2018.0,0.0,Movie,"Zach Dean, Ron Mita, Jim McClain",24 Hours to Live,Zach Dean,1,1,5.8,THRILLER
2019.0,1.0,Movie,"Randall Green, Steve Bloom",The Perfect Date,Randall Green,1,1,5.8,ROMANCE
2018.0,0.0,Movie,"Rob Muir, Christopher Jenkins, Scott Atkinson, Ding Ding, Tegan West",Duck Duck Goose,Rob Muir,1,1,5.8,ADVENTURE
2018.0,0.0,Movie,Sebastian Gutierrez,Elizabeth Harvest,Sebastian Gutierrez,1,1,5.8,THRILLER
2018.0,0.0,Movie,"Mattias Grosin, Henrik Engström",LasseMajas detektivbyrå - Det första mysteriet,Mattias Grosin,1,1,5.8,FAMILY
2015.0,0.0,Movie,"Don MacPherson, Jean-Patrick Manchette, Sean Penn, Pete Travis",The Gunman,Don MacPherson,1,1,5.8,ACTION
2015.0,0.0,Movie,"Ashraf Hamdi, Ali F. Mostafa, Ronnie Khalil, Mohamed Hefzy",From A to B,Ashraf Hamdi,1,1,5.8,COMEDY
2013.0,0.0,Movie,Maggie Carey,The To Do List,Maggie Carey,1,1,5.8,ROMANCE
2018.0,0.0,Movie,"Pearl Osibu, John-Arthur Ingram, Kay I. Jegede",Lara and the Beat,Pearl Osibu,1,1,5.8,ROMANCE
2018.0,0.0,Movie,Sebastian Gutierrez,Elizabeth Harvest,Sebastian Gutierrez,1,1,5.8,HORROR
2013.0,0.0,Movie,"Rhett Reese, Paul Wernick",G.I. Joe: Retaliation,Rhett Reese,1,1,5.8,ADVENTURE
2018.0,1.0,Movie,Ian Edelman,The After Party,Ian Edelman,1,1,5.8,MUSIC
2016.0,0.0,Movie,"Jane Austen, Burr Steers, Seth Grahame-Smith",Pride and Prejudice and Zombies,Jane Austen,1,1,5.8,COMEDY
2018.0,0.0,Movie,"David Wike, Jim Hosking",An Evening with Beverly Luff Linn,David Wike,1,1,5.8,COMEDY
2020.0,1.0,Movie,"Brad Morris, Dan Lagana, Jimmy Warden, McG, Brian Duffield",The Babysitter: Killer Queen,Brad Morris,1,1,5.8,COMEDY
2013.0,0.0,Movie,"Ryôtarô, Ken Iizuka",My Life Changed When I Went to a Sex Parlor,Ryôtarô,1,1,5.8,ROMANCE
2018.0,0.0,Movie,"Nicolás Gil Lavedra, Emiliano Torres, Claudia Piñeiro",Las grietas de Jara,Nicolás Gil Lavedra,1,1,5.8,THRILLER
2018.0,0.0,Movie,Gregory Burke,7 Days in Entebbe,Gregory Burke,1,1,5.8,HISTORY
2018.0,0.0,Movie,"Mike Wiluan, Raymond Lee",Buffalo Boys,Mike Wiluan,1,1,5.8,HISTORY
2013.0,0.0,Movie,"Art Edler Brown, Andy Callahan, Douglas Sloan",Nicky Deuce,Art Edler Brown,1,1,5.8,CRIME
2017.0,1.0,Movie,"Karen Schaler, Nate Atkins",A Christmas Prince,Karen Schaler,1,1,5.8,FAMILY
2011.0,0.0,Movie,Ali Abbas Zafar,Ki,Ali Abbas Zafar,1,1,5.8,COMEDY
2012.0,0.0,Movie,Nicholas McCarthy,The Pact,Nicholas McCarthy,1,1,5.8,MYSTERY
2010.0,0.0,Movie,"Dominique Gauriaud, Isabelle Funaro, Michaël Youn, Jurij Prette",Fatal,Dominique Gauriaud,1,1,5.8,COMEDY
2018.0,0.0,Movie,"Daniel Casey, Jonathan Baker, Josh Baker",Kin,Daniel Casey,1,1,5.8,THRILLER
2017.0,0.0,Movie,"Teddy Lussi-Modeste, Rebecca Zlotowski",The Price of Success,Teddy Lussi-Modeste,1,1,5.8,COMEDY
2016.0,1.0,Movie,Adam Mansbach,Barry,Adam Mansbach,1,1,5.8,BIOGRAPHY
2018.0,0.0,Movie,Gregory Burke,7 Days in Entebbe,Gregory Burke,1,1,5.8,DRAMA
2020.0,0.0,Movie,"Sandra Bohle, Ulrike Kofler, Peter Stamm, Marie Kreutzer",What We Wanted,Sandra Bohle,1,1,5.8,DRAMA
