Year,Original,Series or Movie,Writer,Title,First_Writer,Films,Writers,Rating,Genre
2018.0,0.0,Movie,Sam Levinson,Assassination Nation,Sam Levinson,1,1,5.9,DRAMA
2011.0,0.0,Movie,"George Miller, Paul Livingston, Gary Eck, Warren Coleman",Happy Feet Two,George Miller,1,1,5.9,COMEDY
2016.0,0.0,Movie,Zafer Külünk,Kardeşim Benim,Zafer Külünk,1,1,5.9,DRAMA
2019.0,0.0,Movie,David Raymond,Night Hunter,David Raymond,1,1,5.9,THRILLER
2012.0,0.0,Movie,Allison Burnett,Gone,Allison Burnett,1,1,5.9,ADVENTURE
2018.0,0.0,Movie,"Shekhar Tamhane, Shirish Latkar",Savita Damodar Paranjpe,Shekhar Tamhane,1,1,5.9,THRILLER
2019.0,0.0,Movie,Jeff Buhler,The Prodigy,Jeff Buhler,1,1,5.9,THRILLER
2019.0,0.0,Movie,Jeff Buhler,The Prodigy,Jeff Buhler,1,1,5.9,FANTASY
2013.0,0.0,Movie,Hatem Khraiche,The Returned,Hatem Khraiche,1,1,5.9,FANTASY
2011.0,0.0,Movie,"Craig Brewer, Dean Pitchford",Footloose,Craig Brewer,1,1,5.9,COMEDY
2019.0,0.0,Movie,Kaeko Hayafune,No Longer Human,Kaeko Hayafune,1,1,5.9,DRAMA
2013.0,0.0,Movie,"Yee-sum Luk, Ho-Cheung Pang",SDU: Sex Duties Unit,Yee-sum Luk,1,1,5.9,COMEDY
2019.0,0.0,Movie,"Gary Dauberman, James Wan",Annabelle Comes Home,Gary Dauberman,1,1,5.9,MYSTERY
2018.0,0.0,Series,Hideto Iwai,FLCL Alternative / Progressive,Hideto Iwai,1,1,5.9,SCI-FI
2020.0,0.0,Movie,Hong Khaou,Monsoon,Hong Khaou,1,1,5.9,ROMANCE
2017.0,0.0,Movie,Pipat Jomkoh,E-San Love Story,Pipat Jomkoh,1,1,5.9,COMEDY
2014.0,0.0,Movie,"David Fraser, Atom Egoyan",The Captive,David Fraser,1,1,5.9,MYSTERY
2013.0,0.0,Movie,"Jessica Postigo, Cassandra Clare",The Mortal Instruments: City of Bones,Jessica Postigo,1,1,5.9,FANTASY
2012.0,0.0,Movie,"Jean-Claude Van Rijckeghem, Pat van Beirs",Brasserie Romantiek,Jean-Claude Van Rijckeghem,1,1,5.9,COMEDY
2013.0,0.0,Movie,"Javier López Barreira, Diego San José, Neil Landau, Gorka Magallón, Ignacio del Moral, Lillian González, Jordi Gasull, Verónica Fernández",Tad: The Lost Explorer,Javier López Barreira,1,1,5.9,FAMILY
2019.0,0.0,Movie,Rohit Mittal,Autohead,Rohit Mittal,1,1,5.9,DRAMA
2016.0,0.0,Movie,"Nai-Hoi Yau, Tin Shu Mak, Ho-Leung Lau",Three,Nai-Hoi Yau,1,1,5.9,ACTION
2016.0,0.0,Movie,"Anne Elvedal, Hallvard Bræin, Linn-Jeanethe Kyed",Børning 2,Anne Elvedal,1,1,5.9,COMEDY
2017.0,0.0,Movie,Stephen Karam,Speech and Debate,Stephen Karam,1,1,5.9,COMEDY
2017.0,0.0,Movie,"Steven Bagatourian, Jeremy Haft, Eddie Gonzalez",All Eyez on Me,Steven Bagatourian,1,1,5.9,DRAMA
2018.0,0.0,Movie,"Michael Ashton, Roland Joffé",The Forgiven,Michael Ashton,1,1,5.9,THRILLER
2012.0,0.0,Movie,Mieke de Jong,Tony 10,Mieke de Jong,1,1,5.9,FAMILY
2013.0,0.0,Movie,Hatem Khraiche,The Returned,Hatem Khraiche,1,1,5.9,HORROR
2012.0,0.0,Movie,"Juliet Snowden, Stiles White, Leslie Gornstein",The Possession,Juliet Snowden,1,1,5.9,HORROR
2010.0,0.0,Movie,"Fred Wolf, Adam Sandler",Grown Ups,Fred Wolf,1,1,5.9,COMEDY
2014.0,0.0,Movie,"Tomoko Yoshida, Taku Tsumugi",Hot Road,Tomoko Yoshida,1,1,5.9,DRAMA
2015.0,0.0,Movie,"Parveez Sheikh, Kausar Munir, Hussain Zaidi, Kabir Khan",Phantom,Parveez Sheikh,1,1,5.9,THRILLER
2019.0,0.0,Movie,"Jimmy Bemon, Guillaume Lemans, Dominique Rocher, Mathieu Delozier",Breath,Jimmy Bemon,1,1,5.9,SCI-FI
2015.0,0.0,Movie,Se-hee Kim,Empire of Lust,Se-hee Kim,1,1,5.9,ROMANCE
2018.0,0.0,Series,Jeff Buhler,Nightflyers,Jeff Buhler,1,1,5.9,SCI-FI
2018.0,0.0,Movie,Sang-ho Yeon,Psychokinesis,Sang-ho Yeon,1,1,5.9,ACTION
2015.0,0.0,Series,Max Borenstein,Minority Report,Max Borenstein,1,1,5.9,DRAMA
2013.0,0.0,Movie,Matt Whiteley,Jobs,Matt Whiteley,1,1,5.9,BIOGRAPHY
2013.0,0.0,Movie,"Stephen Fry, Tony Leech, David Javerbaum, Bob Barlen, Cory Edwards, Dan Mazer, Cal Brunker",Escape from Planet Earth,Stephen Fry,1,1,5.9,FAMILY
2015.0,0.0,Series,Max Borenstein,Minority Report,Max Borenstein,1,1,5.9,MYSTERY
2018.0,0.0,Movie,"Takahiro Ozawa, Gô Nagai",Mazinger Z: Infinity,Takahiro Ozawa,1,1,5.9,SCI-FI
2016.0,0.0,Movie,"Pavel Srut, Galina Miklínová",The Oddsockeaters,Pavel Srut,1,1,5.9,ANIMATION
2015.0,0.0,Movie,James McFarland,Kill Me Three Times,James McFarland,1,1,5.9,COMEDY
2012.0,0.0,Movie,"Danielle Joseph, Jessica Scott, Erik Patterson",Radio Rebel,Danielle Joseph,1,1,5.9,DRAMA
2016.0,0.0,Movie,"Pavel Srut, Galina Miklínová",The Oddsockeaters,Pavel Srut,1,1,5.9,FANTASY
2020.0,1.0,Movie,Tyler Perry,A Fall from Grace,Tyler Perry,1,1,5.9,THRILLER
2014.0,0.0,Movie,David Marconi,Collision,David Marconi,1,1,5.9,ROMANCE
2012.0,0.0,Movie,Steve Koren,A Thousand Words,Steve Koren,1,1,5.9,COMEDY
2011.0,0.0,Movie,"Tung-Shing Yee, Tin Nam Chun, Haifan Zhang, Ho-Leung Lau",The Great Magician,Tung-Shing Yee,1,1,5.9,COMEDY
2019.0,0.0,Movie,"Robert Ryan, Alastair Galbraith",Mission of Honor,Robert Ryan,1,1,5.9,DRAMA
2017.0,0.0,Movie,"Phuvarith Phuapairoch, Phuwanit Pholdee",Oversize Cops,Phuvarith Phuapairoch,1,1,5.9,COMEDY
2013.0,0.0,Movie,"Jessica Postigo, Cassandra Clare",The Mortal Instruments: City of Bones,Jessica Postigo,1,1,5.9,MYSTERY
2011.0,0.0,Movie,"Craig Brewer, Dean Pitchford",Footloose,Craig Brewer,1,1,5.9,ROMANCE
2018.0,0.0,Movie,Adina Pintilie,Touch Me Not,Adina Pintilie,1,1,5.9,DRAMA
2014.0,0.0,Movie,"Giguru Akiguchi, Ai Yamazaki",Jinro Game: Beast Side,Giguru Akiguchi,1,1,5.9,THRILLER
2012.0,0.0,Movie,"Danielle Joseph, Jessica Scott, Erik Patterson",Radio Rebel,Danielle Joseph,1,1,5.9,COMEDY
2017.0,0.0,Movie,"Steven Bagatourian, Jeremy Haft, Eddie Gonzalez",All Eyez on Me,Steven Bagatourian,1,1,5.9,MUSIC
2019.0,0.0,Movie,Khalid Al Jabri,Kalek Shanab,Khalid Al Jabri,1,1,5.9,DRAMA
2015.0,0.0,Series,Tracy Rosen,Love Again,Tracy Rosen,1,1,5.9,ROMANCE
2010.0,0.0,Movie,Jane English,StreetDance,Jane English,1,1,5.9,DRAMA
2020.0,1.0,Movie,"Jeff Baena, Alison Brie",Horse Girl,Jeff Baena,1,1,5.9,MYSTERY
2015.0,0.0,Movie,"Kemi Adesoye, Bola Agbaje, Biyi Bandele",Fifty,Kemi Adesoye,1,1,5.9,DRAMA
2019.0,0.0,Movie,Jenny Slate,Jenny Slate: Stage Fright,Jenny Slate,1,1,5.9,COMEDY
2013.0,0.0,Movie,Hatem Khraiche,The Returned,Hatem Khraiche,1,1,5.9,DRAMA
2020.0,0.0,Movie,"Gene McHugh, Eugene Kotlyarenko",Spree,Gene McHugh,1,1,5.9,CRIME
2019.0,0.0,Movie,"Mark Banker, Matt Smith",The Spooky Tale of Captain Underpants Hack-a-ween,Mark Banker,1,1,5.9,ADVENTURE
2013.0,0.0,Movie,"Felicity Price, Kieran Darcy-Smith",Wish You,Felicity Price,1,1,5.9,MYSTERY
2012.0,0.0,Series,"Brindha Sarathy, N. Linguswamy",Vettai,Brindha Sarathy,1,1,5.9,ACTION
2019.0,0.0,Movie,"Mark Banker, Matt Smith",The Spooky Tale of Captain Underpants Hack-a-ween,Mark Banker,1,1,5.9,FAMILY
2011.0,0.0,Movie,"Craig Brewer, Dean Pitchford",Footloose,Craig Brewer,1,1,5.9,MUSIC
2019.0,0.0,Movie,"Nicola Tranquillino, Maurizio Braucci, Abel Ferrara",Pasolini,Nicola Tranquillino,1,1,5.9,DRAMA
2011.0,0.0,Movie,"Derek Haas, Michael Brandt",The Double,Derek Haas,1,1,5.9,CRIME
2013.0,0.0,Movie,"Hans Åke Gabrielsson, Tora Berg, Gunilla Bergström",Hokus pokus Albert Åberg,Hans Åke Gabrielsson,1,1,5.9,FAMILY
2019.0,0.0,Movie,"Josh Appelbaum, André Nemec, Robert Gordon",Wonder Park,Josh Appelbaum,1,1,5.9,FAMILY
2016.0,0.0,Movie,"Adam Wojtyszko, Katarzyna Stachowicz Gacek, Magdalena Niec",Behind the Blue Door,Adam Wojtyszko,1,1,5.9,ADVENTURE
2014.0,0.0,Movie,"Kim Chapiron, Noé Debré",Smart Ass,Kim Chapiron,1,1,5.9,DRAMA
2017.0,0.0,Movie,Onur Tukel,Catfight,Onur Tukel,1,1,5.9,ACTION
2016.0,0.0,Movie,John Phillips,Dirty Grandpa,John Phillips,1,1,5.9,COMEDY
2015.0,0.0,Movie,"Alena Alova, Dina Rubina",Puppet Syndrome,Alena Alova,1,1,5.9,DRAMA
2020.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Ride Along Adventure,Nicole Belisle,1,1,5.9,ANIMATION
2011.0,0.0,Movie,"George Miller, Paul Livingston, Gary Eck, Warren Coleman",Happy Feet Two,George Miller,1,1,5.9,ANIMATION
2016.0,1.0,Movie,"Jeff Morris, Jeff Wadlow",True Memoirs of an International Assassin,Jeff Morris,1,1,5.9,CRIME
2020.0,0.0,Movie,"Julie Lipson, Stu Pollard",Rust Creek,Julie Lipson,1,1,5.9,THRILLER
2016.0,0.0,Movie,Linas Phillips,Rainbow Time,Linas Phillips,1,1,5.9,DRAMA
2014.0,0.0,Movie,"Benoît Jacquot, Julien Boivent",3 coeurs,Benoît Jacquot,1,1,5.9,DRAMA
2020.0,0.0,Movie,Marissa Kate Goodhill,come away,Marissa Kate Goodhill,1,1,5.9,DRAMA
2015.0,0.0,Series,Darran Scott,The Playbook,Darran Scott,1,1,5.9,SPORT
2011.0,0.0,Movie,Marek Koterski,Baby są jakieś inne,Marek Koterski,1,1,5.9,COMEDY
2017.0,0.0,Movie,"Hirotoshi Kobayashi, Takao Nakano, William Winckler, Yûji Kobayashi",Ultraman X: Here It Comes! Our Ultraman,Hirotoshi Kobayashi,1,1,5.9,ADVENTURE
2015.0,0.0,Movie,"Javier López Barreira, Neil Landau, Patxi Amezcua, Paco Sáez, Jordi Gasull",Capture the Flag,Javier López Barreira,1,1,5.9,ANIMATION
2016.0,0.0,Movie,"Rafael Cobos, Fernando Navarro",Toro,Rafael Cobos,1,1,5.9,ADVENTURE
2012.0,0.0,Movie,Allison Burnett,Gone,Allison Burnett,1,1,5.9,ACTION
2018.0,1.0,Movie,"Daniel Goldhaber, Isabelle Link-Levy, Isa Mazzei",Cam,Daniel Goldhaber,1,1,5.9,DRAMA
2011.0,0.0,Movie,"Tung-Shing Yee, Tin Nam Chun, Haifan Zhang, Ho-Leung Lau",The Great Magician,Tung-Shing Yee,1,1,5.9,MYSTERY
2015.0,0.0,Movie,"Rob Stefaniuk, Diane Flacks, Jason Sherman, Albert Howell, Sarah Constible, Lana Griffin, Kate Melville, Katie Ford",After the Ball,Rob Stefaniuk,1,1,5.9,COMEDY
2014.0,0.0,Movie,David Marconi,Collision,David Marconi,1,1,5.9,ACTION
2019.0,0.0,Movie,Dan Krauss,The Kill Team,Dan Krauss,1,1,5.9,WAR
2013.0,0.0,Movie,"Jessica Postigo, Cassandra Clare",The Mortal Instruments: City of Bones,Jessica Postigo,1,1,5.9,HORROR
2017.0,0.0,Movie,Hatem Khraiche,Orbiter 9,Hatem Khraiche,1,1,5.9,DRAMA
2014.0,0.0,Movie,"Ana Agopian, Iulia Rugina, Oana Rasuceanu",Alt Love Building,Ana Agopian,1,1,5.9,COMEDY
2018.0,1.0,Movie,Ryan Koo,Amateur,Ryan Koo,1,1,5.9,SPORT
2020.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Ride Along Adventure,Nicole Belisle,1,1,5.9,ADVENTURE
2018.0,0.0,Movie,Stephen Susco,Unfriended: Dark Web,Stephen Susco,1,1,5.9,THRILLER
2010.0,0.0,Movie,Jane English,StreetDance,Jane English,1,1,5.9,ROMANCE
2015.0,0.0,Movie,Se-hee Kim,Empire of Lust,Se-hee Kim,1,1,5.9,ACTION
2019.0,0.0,Movie,"Nicola Tranquillino, Maurizio Braucci, Abel Ferrara",Pasolini,Nicola Tranquillino,1,1,5.9,BIOGRAPHY
2013.0,0.0,Movie,Palatpol Mingpornpichit,Present Perfect Continuous Tense,Palatpol Mingpornpichit,1,1,5.9,DRAMA
2020.0,1.0,Movie,"Ishita Moitra, Neeraj Udhwani",Maska,Ishita Moitra,1,1,5.9,ROMANCE
2014.0,0.0,Movie,"Tomoko Yoshida, Taku Tsumugi",Hot Road,Tomoko Yoshida,1,1,5.9,ROMANCE
2016.0,0.0,Movie,"Ping Ran, Cheng'en Wu, Ning Wen",The Monkey King 2,Ping Ran,1,1,5.9,FANTASY
2018.0,0.0,Movie,Robin Aubert,Ravenous,Robin Aubert,1,1,5.9,SCI-FI
2013.0,0.0,Series,"Camilla Läckberg, Michael Hjorth, Karin Gidfors",Fjallbackamorden,Camilla Läckberg,1,1,5.9,CRIME
2016.0,0.0,Movie,"Alberto Chimal, Jorge Michel Grau",7:19,Alberto Chimal,1,1,5.9,DRAMA
2018.0,0.0,Movie,"Anna White, Michael Ciminera, Richard Gnolfo, Matt Marx, Jay Cipriani",Christmas Wonderland,Anna White,1,1,5.9,ROMANCE
2017.0,0.0,Movie,"Kieran Mulroney, Shotaro Ishinomori, Michele Mulroney, John Gatins, Burk Sharpless, Matt Sazama, Saburo Yatsude, Haim Saban",Power Rangers,Kieran Mulroney,1,1,5.9,SCI-FI
2012.0,0.0,Movie,"Mary Casanova, Amy Rardin, Jessica O'Toole",An American Girl: McKenna Shoots for the Stars,Mary Casanova,1,1,5.9,SPORT
2017.0,0.0,Movie,Maris Martinsons,Magic Kimono,Maris Martinsons,1,1,5.9,MYSTERY
2015.0,0.0,Movie,Michael J. Murray,Just The Way You Are,Michael J. Murray,1,1,5.9,ROMANCE
2016.0,0.0,Movie,Matthew Ross,Frank and Lola,Matthew Ross,1,1,5.9,DRAMA
2018.0,0.0,Movie,"Anna White, Michael Ciminera, Richard Gnolfo, Matt Marx, Jay Cipriani",Christmas Wonderland,Anna White,1,1,5.9,DRAMA
2020.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Ride Along Adventure,Nicole Belisle,1,1,5.9,MYSTERY
2019.0,1.0,Series,Diego Enrique Osorno,Yankee,Diego Enrique Osorno,1,1,5.9,DRAMA
2020.0,0.0,Movie,Archie Hekagery,Tarung Sarung,Archie Hekagery,1,1,5.9,SPORT
2012.0,0.0,Movie,Steve Koren,A Thousand Words,Steve Koren,1,1,5.9,DRAMA
2018.0,0.0,Movie,"Bill Oliver, Peter Nickowitz, Gregory Davis",Jonathan,Bill Oliver,1,1,5.9,DRAMA
2018.0,0.0,Movie,Sam Levinson,Assassination Nation,Sam Levinson,1,1,5.9,CRIME
2017.0,0.0,Movie,"K. Gopinathan, Tara Ramanujan",Samarppanam,K. Gopinathan,1,1,5.9,CRIME
2016.0,0.0,Movie,"Gaëlle Macé, Noé Debré, Farid Bentoumi",Good Luck Algeria,Gaëlle Macé,1,1,5.9,SPORT
2013.0,0.0,Movie,"Stephen Fry, Tony Leech, David Javerbaum, Bob Barlen, Cory Edwards, Dan Mazer, Cal Brunker",Escape from Planet Earth,Stephen Fry,1,1,5.9,SCI-FI
2012.0,0.0,Movie,Nicolas Brossette,10 jours en or,Nicolas Brossette,1,1,5.9,COMEDY
2013.0,0.0,Movie,Hatem Khraiche,The Returned,Hatem Khraiche,1,1,5.9,THRILLER
2017.0,1.0,Series,Ezra Koenig,Neo Yokio,Ezra Koenig,1,1,5.9,ANIMATION
2018.0,1.0,Movie,"Wallace Wolodarsky, Maya Forbes",The Polka King,Wallace Wolodarsky,1,1,5.9,BIOGRAPHY
2019.0,0.0,Movie,"Josh Appelbaum, André Nemec, Robert Gordon",Wonder Park,Josh Appelbaum,1,1,5.9,COMEDY
2011.0,0.0,Movie,"Lars Mering, Claudia Boderke",Klassefesten,Lars Mering,1,1,5.9,COMEDY
2017.0,0.0,Movie,Jake Goldberger,Almost Friends,Jake Goldberger,1,1,5.9,COMEDY
2019.0,1.0,Movie,"Susanna Jones, Wash Westmoreland",Earthquake Bird,Susanna Jones,1,1,5.9,ROMANCE
2018.0,0.0,Movie,"Thomas Pa'a Sibbett, Michael Nilon",Braven,Thomas Pa'a Sibbett,1,1,5.9,ACTION
2019.0,0.0,Movie,"Madeleine Sami, Jackie van Beek",The Breaker Upperers,Madeleine Sami,1,1,5.9,COMEDY
2017.0,0.0,Movie,"Jon Karthaus, Diederik Jekel",Bella Donnas,Jon Karthaus,1,1,5.9,COMEDY
2020.0,0.0,Movie,"Julie Lipson, Stu Pollard",Rust Creek,Julie Lipson,1,1,5.9,CRIME
2018.0,0.0,Movie,"Helen Edmundson, Philippa Goslett",Mary Magdalene,Helen Edmundson,1,1,5.9,DRAMA
2012.0,0.0,Movie,"Henrik Ruben Genz, Erling Jepsen, Maja Jul Larsen",Excuse Me,Henrik Ruben Genz,1,1,5.9,DRAMA
2019.0,0.0,Movie,Kaeko Hayafune,No Longer Human,Kaeko Hayafune,1,1,5.9,THRILLER
2020.0,0.0,Movie,"Ben Hopkins, Elbert van Strien",Marionette,Ben Hopkins,1,1,5.9,MYSTERY
2019.0,1.0,Series,"Keetgi Kogan, David H. Steinberg",No Good Nick,Keetgi Kogan,1,1,5.9,COMEDY
2018.0,0.0,Movie,Jorge Guerricaechevarría,Saras Notebook,Jorge Guerricaechevarría,1,1,5.9,MYSTERY
2016.0,0.0,Movie,"Simranjit Singh Hundal, Surmeet Maavi",25 Kille,Simranjit Singh Hundal,1,1,5.9,COMEDY
2015.0,0.0,Movie,"Javier López Barreira, Neil Landau, Patxi Amezcua, Paco Sáez, Jordi Gasull",Capture the Flag,Javier López Barreira,1,1,5.9,FAMILY
2020.0,0.0,Movie,Archie Hekagery,Tarung Sarung,Archie Hekagery,1,1,5.9,THRILLER
2018.0,0.0,Movie,"Patxi Amezcua, Jorge Guerricaechevarría, Chris Sparling, Paul Pen",The Warning,Patxi Amezcua,1,1,5.9,CRIME
2019.0,0.0,Movie,"Jimmy Bemon, Guillaume Lemans, Dominique Rocher, Mathieu Delozier",Breath,Jimmy Bemon,1,1,5.9,THRILLER
2017.0,0.0,Movie,"Soda Voyu, Wen-Hsing Yu, Te-Sheng Wei","52Hz, I Love You",Soda Voyu,1,1,5.9,MUSIC
2015.0,0.0,Movie,J. Davis,Manson Family Vacation,J. Davis,1,1,5.9,THRILLER
2017.0,0.0,Movie,Pipat Jomkoh,E-San Love Story,Pipat Jomkoh,1,1,5.9,DRAMA
2016.0,0.0,Movie,Matthew Ross,Frank and Lola,Matthew Ross,1,1,5.9,ROMANCE
2015.0,0.0,Movie,Se-hee Kim,Empire of Lust,Se-hee Kim,1,1,5.9,DRAMA
2019.0,0.0,Movie,"Ladislas Chollat, Jane English, Joris Morio",Lets Dance,Ladislas Chollat,1,1,5.9,DRAMA
2011.0,0.0,Movie,"George Miller, Paul Livingston, Gary Eck, Warren Coleman",Happy Feet Two,George Miller,1,1,5.9,ADVENTURE
2015.0,0.0,Series,Max Borenstein,Minority Report,Max Borenstein,1,1,5.9,CRIME
2010.0,0.0,Movie,Mitsuharu Makita,Trick the Movie: Psychic Battle Royale,Mitsuharu Makita,1,1,5.9,MYSTERY
2020.0,0.0,Movie,Archie Hekagery,Tarung Sarung,Archie Hekagery,1,1,5.9,ACTION
2019.0,0.0,Movie,"Dana Fox, Katie Silberman, Erin Cardillo",Isnt It Romantic,Dana Fox,1,1,5.9,ROMANCE
2019.0,1.0,Movie,"Susanna Jones, Wash Westmoreland",Earthquake Bird,Susanna Jones,1,1,5.9,DRAMA
2020.0,0.0,Movie,Steve Worland,Go Karts,Steve Worland,1,1,5.9,FAMILY
2016.0,0.0,Movie,"Anthony Tambakis, Brian Duffield, Joel Edgerton",Jane Got a Gun,Anthony Tambakis,1,1,5.9,ACTION
2016.0,0.0,Movie,Abdul Khaliq Khan,Zindagi Kitni Haseen Hay,Abdul Khaliq Khan,1,1,5.9,ROMANCE
2015.0,0.0,Series,Max Borenstein,Minority Report,Max Borenstein,1,1,5.9,ACTION
2016.0,1.0,Movie,"Jeff Morris, Jeff Wadlow",True Memoirs of an International Assassin,Jeff Morris,1,1,5.9,ACTION
2017.0,0.0,Movie,"Kieran Mulroney, Shotaro Ishinomori, Michele Mulroney, John Gatins, Burk Sharpless, Matt Sazama, Saburo Yatsude, Haim Saban",Power Rangers,Kieran Mulroney,1,1,5.9,ACTION
2018.0,0.0,Series,Jeff Buhler,Nightflyers,Jeff Buhler,1,1,5.9,DRAMA
2015.0,0.0,Movie,J. Davis,Manson Family Vacation,J. Davis,1,1,5.9,COMEDY
2019.0,0.0,Movie,"Josh Appelbaum, André Nemec, Robert Gordon",Wonder Park,Josh Appelbaum,1,1,5.9,FANTASY
2019.0,0.0,Movie,Dan Krauss,The Kill Team,Dan Krauss,1,1,5.9,BIOGRAPHY
2018.0,0.0,Movie,"Takahiro Ozawa, Gô Nagai",Mazinger Z: Infinity,Takahiro Ozawa,1,1,5.9,ACTION
2010.0,0.0,Movie,Pupi Avati,The Youngest Son,Pupi Avati,1,1,5.9,DRAMA
2019.0,0.0,Movie,"Josh Appelbaum, André Nemec, Robert Gordon",Wonder Park,Josh Appelbaum,1,1,5.9,ADVENTURE
2017.0,0.0,Movie,"Soda Voyu, Wen-Hsing Yu, Te-Sheng Wei","52Hz, I Love You",Soda Voyu,1,1,5.9,ROMANCE
2018.0,0.0,Series,Hideto Iwai,FLCL Alternative / Progressive,Hideto Iwai,1,1,5.9,ACTION
2014.0,0.0,Movie,"Kim Chapiron, Noé Debré",Smart Ass,Kim Chapiron,1,1,5.9,COMEDY
2015.0,0.0,Series,Max Borenstein,Minority Report,Max Borenstein,1,1,5.9,SCI-FI
2017.0,0.0,Movie,Jake Goldberger,Almost Friends,Jake Goldberger,1,1,5.9,DRAMA
2019.0,0.0,Movie,"Mairghread Scott, Harry G. Peter, Drew Johnson, William Moulton Marston, Greg Rucka",Wonder Woman: Bloodlines,Mairghread Scott,1,1,5.9,ANIMATION
2011.0,0.0,Movie,"Tung-Shing Yee, Tin Nam Chun, Haifan Zhang, Ho-Leung Lau",The Great Magician,Tung-Shing Yee,1,1,5.9,ROMANCE
2019.0,0.0,Movie,"Ladislas Chollat, Jane English, Joris Morio",Lets Dance,Ladislas Chollat,1,1,5.9,COMEDY
2018.0,1.0,Movie,"Daniel Goldhaber, Isabelle Link-Levy, Isa Mazzei",Cam,Daniel Goldhaber,1,1,5.9,HORROR
2015.0,0.0,Series,Tracy Rosen,Love Again,Tracy Rosen,1,1,5.9,DRAMA
2015.0,0.0,Movie,Diablo Cody,Ricki and the Flash,Diablo Cody,1,1,5.9,DRAMA
2020.0,0.0,Movie,Ricardo Lee,Once Before,Ricardo Lee,1,1,5.9,DRAMA
2014.0,0.0,Movie,George Northy,G.B.F.,George Northy,1,1,5.9,COMEDY
2018.0,0.0,Movie,Sam Levinson,Assassination Nation,Sam Levinson,1,1,5.9,THRILLER
2019.0,0.0,Movie,"Chema Rodríguez, Gerardo Olivares, Maria Jesus Petrement",4L,Chema Rodríguez,1,1,5.9,DRAMA
2013.0,0.0,Movie,"Jessica Postigo, Cassandra Clare",The Mortal Instruments: City of Bones,Jessica Postigo,1,1,5.9,ROMANCE
2020.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Ride Along Adventure,Nicole Belisle,1,1,5.9,FAMILY
2020.0,0.0,Series,William Davies,The Letter for the King,William Davies,1,1,5.9,ADVENTURE
2012.0,0.0,Movie,"Juliet Snowden, Stiles White, Leslie Gornstein",The Possession,Juliet Snowden,1,1,5.9,MYSTERY
2019.0,0.0,Movie,"Clyde Holcroft, James Kettle, Aiden Spackman, Jack Whitehall, Ivo Graham",Jack Whitehall: Christmas with My Father,Clyde Holcroft,1,1,5.9,DOCUMENTARY
2019.0,0.0,Movie,"Ladislas Chollat, Jane English, Joris Morio",Lets Dance,Ladislas Chollat,1,1,5.9,FAMILY
2013.0,0.0,Movie,"Anjum Rajabali, Prakash Jha",Satyagraha,Anjum Rajabali,1,1,5.9,DRAMA
2016.0,0.0,Movie,Michael LeSieur,Keeping Up with the Joneses,Michael LeSieur,1,1,5.9,ACTION
2019.0,0.0,Movie,"Nicole Belisle, Aury Wallington, Lauren Bradley, May Chan",Spirit Riding Free: Spirit of Christmas,Nicole Belisle,1,1,5.9,ANIMATION
2013.0,0.0,Movie,"Stephen Fry, Tony Leech, David Javerbaum, Bob Barlen, Cory Edwards, Dan Mazer, Cal Brunker",Escape from Planet Earth,Stephen Fry,1,1,5.9,ANIMATION
2019.0,0.0,Movie,Dan Krauss,The Kill Team,Dan Krauss,1,1,5.9,THRILLER
2013.0,0.0,Movie,"Javier López Barreira, Diego San José, Neil Landau, Gorka Magallón, Ignacio del Moral, Lillian González, Jordi Gasull, Verónica Fernández",Tad: The Lost Explorer,Javier López Barreira,1,1,5.9,COMEDY
2013.0,0.0,Movie,"Jessica Postigo, Cassandra Clare",The Mortal Instruments: City of Bones,Jessica Postigo,1,1,5.9,ACTION
2020.0,0.0,Movie,Chris D'Elia,Chris DElia: No Pain,Chris D'Elia,1,1,5.9,COMEDY
2017.0,0.0,Movie,"Hirotoshi Kobayashi, Takao Nakano, William Winckler, Yûji Kobayashi",Ultraman X: Here It Comes! Our Ultraman,Hirotoshi Kobayashi,1,1,5.9,FAMILY
2016.0,0.0,Movie,Xiao Song,Everybodys Fine,Xiao Song,1,1,5.9,DRAMA
2019.0,0.0,Movie,"Alejandra Olvera Avila, Luis Javier Henaine",Ready to Mingle,Alejandra Olvera Avila,1,1,5.9,COMEDY
2011.0,0.0,Movie,"Derek Haas, Michael Brandt",The Double,Derek Haas,1,1,5.9,THRILLER
2011.0,0.0,Movie,"Andrew Wight, John Garvin",Sanctum,Andrew Wight,1,1,5.9,THRILLER
2016.0,0.0,Movie,"Adam Wojtyszko, Katarzyna Stachowicz Gacek, Magdalena Niec",Behind the Blue Door,Adam Wojtyszko,1,1,5.9,FAMILY
2013.0,0.0,Movie,"Hans Åke Gabrielsson, Tora Berg, Gunilla Bergström",Hokus pokus Albert Åberg,Hans Åke Gabrielsson,1,1,5.9,DRAMA
2018.0,0.0,Movie,"Patxi Amezcua, Jorge Guerricaechevarría, Chris Sparling, Paul Pen",The Warning,Patxi Amezcua,1,1,5.9,FANTASY
